session_id,risk_score,risk_level,anomaly_label,log_count,cpu_avg,cpu_max,memory_avg,memory_max,disk_io_avg,disk_io_max,response_avg,response_max,latency_avg,latency_max,error_count_avg,warning_count_avg,failed_events,log_level_error,log_level_warn,component,event_type
blk_448592873889985922,0.7621,HIGH,1,18,85.69666666666666,100.0,79.69555555555556,91.55,136.60722222222222,191.52,1835.7988888888888,2907.88,624.3777777777777,1204.24,5.222222222222222,6.555555555555555,5,0,2,datanode_service,disk_write
blk_-6495416228773023412,0.7614,HIGH,1,13,85.5576923076923,100.0,79.35384615384615,94.87,139.45230769230767,221.78,2042.936923076923,3117.25,625.3807692307693,1176.87,4.846153846153846,5.615384615384615,3,0,0,packet_responder,disk_write
blk_-3688983700621441572,0.7582,HIGH,1,21,84.57761904761904,100.0,82.78857142857143,94.57,142.3747619047619,217.55,1826.0661904761905,3026.77,709.322380952381,1196.02,4.904761904761905,6.666666666666667,3,0,0,datanode_service,disk_write
blk_9185617829711213989,0.758,HIGH,1,13,84.97000000000001,100.0,81.51461538461538,95.67,150.26846153846154,213.53,1536.3184615384614,3026.72,608.2053846153847,1051.14,5.923076923076923,7.153846153846154,3,0,0,packet_responder,disk_write
blk_-5315518810801308894,0.7579,HIGH,1,14,86.16357142857143,100.0,83.07857142857142,97.95,132.08357142857145,183.98,1945.935714285714,3044.48,562.4142857142857,1028.0,5.785714285714286,6.214285714285714,3,0,1,packet_responder,disk_write
blk_-3544583377289625738,0.7578,HIGH,1,223,85.89260089686098,100.0,82.29439461883409,100.0,136.28076233183856,220.89,1723.3670852017938,3071.77,590.317802690583,1041.83,5.031390134529148,6.336322869955157,4,0,1,datanode_service,request_served
blk_8388642701725277995,0.7574,HIGH,1,13,86.6723076923077,100.0,81.28461538461539,88.73,147.82538461538462,187.85,1745.383846153846,2631.16,654.5699999999999,1464.14,4.923076923076923,6.538461538461538,3,0,0,packet_responder,disk_write
blk_8240913160336830189,0.7564,HIGH,1,13,89.92538461538462,100.0,83.86,96.48,136.25153846153847,195.67,1890.3184615384614,2841.32,629.5561538461538,1267.32,4.769230769230769,6.384615384615385,3,0,0,packet_responder,disk_write
blk_-7107304215728057734,0.7545,HIGH,1,24,85.41666666666667,100.0,83.44625,95.36,140.03125,195.35,1784.6000000000001,2968.2,609.7354166666667,1160.13,5.125,6.625,3,0,0,datanode_service,disk_write
blk_3584224065406961324,0.7544,HIGH,1,21,82.43571428571428,97.39,84.0104761904762,100.0,127.29333333333332,158.71,1664.9152380952382,3105.66,689.22,1129.77,4.809523809523809,6.571428571428571,3,0,0,datanode_service,disk_write
blk_-7144023818055296765,0.7533,HIGH,1,20,86.4845,100.0,82.0385,95.86,134.73,194.89,1760.2755000000002,2806.75,721.4415,1176.4,5.2,6.65,4,0,1,namenode_service,block_operation
blk_6533711349086671734,0.7533,HIGH,1,20,87.47,100.0,82.39450000000001,94.78,143.5625,209.44,1760.1330000000003,2893.24,652.751,1198.17,4.8,6.4,4,0,1,namenode_service,block_operation
blk_-5410886886439711883,0.752,HIGH,1,21,87.37190476190476,99.69,82.84761904761905,94.26,136.8547619047619,224.15,1503.1390476190475,3169.66,596.5519047619048,1043.84,5.285714285714286,6.857142857142857,3,0,0,datanode_service,disk_write
blk_9203790828755100013,0.7518,HIGH,1,16,86.476875,99.19,83.29375,92.98,142.468125,194.57,1588.140625,2575.35,653.810625,1301.3,5.5,7.9375,4,0,1,packet_responder,disk_write
blk_8183994687655608718,0.7513,HIGH,1,13,84.21230769230769,100.0,83.48,96.47,118.88076923076923,149.16,1740.9376923076923,3028.81,596.2261538461539,990.74,5.923076923076923,6.538461538461538,3,0,0,packet_responder,disk_write
blk_989409441141247289,0.7512,HIGH,1,17,87.86,100.0,83.47647058823529,96.73,146.02941176470588,199.64,2085.8223529411766,3197.81,697.0688235294118,1021.46,4.352941176470588,6.352941176470588,5,0,2,datanode_service,disk_write
blk_-6067429461406356955,0.7512,HIGH,1,20,84.65299999999999,98.19,81.861,100.0,143.6515,207.75,1711.0455000000002,3142.19,590.0915,974.42,5.25,6.55,4,0,1,namenode_service,block_operation
blk_9088607960539178771,0.7511,HIGH,1,13,88.46153846153847,100.0,82.63692307692307,94.87,133.97230769230768,226.55,1998.5276923076924,2751.36,714.6984615384615,1257.18,5.076923076923077,6.6923076923076925,3,0,0,packet_responder,disk_write
blk_9074146197608057038,0.7501,HIGH,1,16,87.536875,99.84,83.87875,100.0,134.49875,183.87,1762.625,2989.73,604.6,948.07,5.6875,6.25,4,0,1,packet_responder,disk_write
blk_-7765726308613130721,0.7501,HIGH,1,14,88.25071428571428,100.0,81.95714285714287,91.6,132.78857142857143,178.98,1864.0928571428572,3204.81,677.5342857142857,1095.16,4.857142857142857,5.642857142857143,3,0,0,packet_responder,disk_write
blk_5872727231755365998,0.7498,HIGH,1,21,89.02238095238096,100.0,81.80857142857143,92.1,137.74333333333334,211.96,1915.405714285714,3185.78,606.4171428571428,1065.78,5.095238095238095,5.761904761904762,3,0,0,datanode_service,disk_write
blk_-8213344449220111733,0.7493,HIGH,1,21,88.23047619047618,100.0,83.29809523809524,100.0,129.20285714285714,173.53,1801.0842857142857,2742.43,619.4395238095237,1176.75,5.095238095238095,6.380952380952381,3,0,0,datanode_service,disk_write
blk_100729861999205408,0.749,HIGH,1,20,86.49600000000001,99.32,83.014,100.0,135.76,211.82,1943.2830000000001,2993.9,626.3425,1062.81,4.8,5.8,4,0,1,namenode_service,block_operation
blk_7536693147882198965,0.7484,HIGH,1,22,86.47636363636364,100.0,82.27227272727272,100.0,135.40318181818182,194.8,1902.6704545454545,2917.02,598.3018181818181,1089.27,5.045454545454546,7.0,3,0,0,datanode_service,disk_write
blk_-3810637406843178536,0.7478,HIGH,1,21,87.50904761904762,99.18,83.52238095238096,99.86,126.3090476190476,177.0,1934.74,3133.81,636.4180952380952,974.17,5.238095238095238,6.285714285714286,3,0,0,datanode_service,disk_write
blk_5648741609066690312,0.7477,HIGH,1,13,86.00846153846153,98.9,83.44076923076923,96.82,133.31307692307692,202.83,1767.06,2999.09,692.8061538461538,1079.19,5.3076923076923075,6.923076923076923,3,0,0,packet_responder,disk_write
blk_-2033526004731990730,0.7474,HIGH,1,18,86.07277777777777,100.0,84.12611111111111,100.0,144.29444444444445,198.45,1856.0933333333332,3064.04,647.3105555555555,949.3,4.888888888888889,6.277777777777778,5,0,2,datanode_service,disk_write
blk_3004345169311090065,0.7467,HIGH,1,14,89.045,100.0,79.93785714285715,90.47,141.34857142857143,171.97,1896.9864285714286,3251.52,713.0357142857143,1107.97,4.5,7.071428571428571,3,0,0,packet_responder,disk_write
blk_5802078870340405089,0.7459,HIGH,1,16,87.280625,99.65,78.8,89.87,157.46875,214.05,1666.0106250000001,2565.57,685.216875,1326.38,4.9375,6.3125,5,0,2,datanode_service,disk_write
blk_-8513351748579810786,0.7457,HIGH,1,28,85.22821428571429,100.0,80.74428571428572,96.93,141.2967857142857,180.6,1719.0785714285714,2855.71,612.2642857142857,1044.86,5.5,6.464285714285714,4,0,1,namenode_service,block_operation
blk_8110708863790308621,0.7456,HIGH,1,14,89.84785714285715,100.0,81.48285714285714,97.39,134.00142857142856,177.56,1754.8535714285715,2845.09,613.1264285714286,1133.8,4.785714285714286,7.285714285714286,4,0,1,packet_responder,disk_write
blk_3555112835115566470,0.7444,HIGH,1,13,87.50923076923075,100.0,81.63461538461539,91.17,155.82384615384615,213.37,1842.0023076923076,3339.23,653.1130769230768,1062.5,4.3076923076923075,6.3076923076923075,3,0,0,packet_responder,disk_write
blk_809511024737609922,0.7437,HIGH,1,14,85.13928571428572,100.0,82.49285714285715,91.97,141.60357142857143,214.41,1954.837857142857,2922.74,622.8642857142858,1064.19,5.5,7.214285714285714,4,0,1,packet_responder,disk_write
blk_-6855996938294508606,0.7434,HIGH,1,21,84.11380952380952,99.02,84.04047619047618,100.0,149.13809523809525,218.68,1804.5147619047618,2892.5,668.7542857142857,1088.6,5.0476190476190474,6.571428571428571,3,0,0,datanode_service,disk_write
blk_5862064168004546076,0.7428,HIGH,1,19,84.89315789473685,99.42,80.36315789473684,89.53,136.87947368421052,201.78,1836.4410526315787,2959.93,623.0110526315789,1048.85,5.473684210526316,6.526315789473684,5,0,1,datanode_service,disk_write
blk_-5439842411069317338,0.7407,HIGH,1,21,87.07904761904763,98.15,82.21428571428571,91.83,143.0052380952381,204.34,1985.6804761904762,2802.04,533.3490476190476,1275.55,4.809523809523809,6.619047619047619,3,0,0,datanode_service,disk_write
blk_3871883461847188190,0.7406,HIGH,1,4,85.8475,100.0,90.3225,100.0,127.4825,141.18,2512.04,3254.26,784.1575,1109.17,3.75,5.5,1,0,0,datanode_service,disk_write
blk_8782208400278719319,0.7406,HIGH,1,14,84.72,100.0,81.96571428571428,99.23,146.65214285714288,180.82,1702.9692857142857,2938.08,576.6942857142857,1012.4,5.214285714285714,6.714285714285714,3,0,0,packet_responder,disk_write
blk_8615822261693450572,0.7403,HIGH,1,13,87.36153846153846,100.0,80.19461538461539,93.77,134.46,163.95,1790.583076923077,2898.41,581.4661538461539,1130.38,5.0,5.769230769230769,3,0,0,packet_responder,disk_write
blk_109564252861405473,0.7402,HIGH,1,21,87.52761904761904,100.0,80.9895238095238,99.21,141.68857142857144,205.66,1817.2423809523812,2782.48,642.1785714285714,1114.13,5.0,6.0,3,0,0,datanode_service,disk_write
blk_-4304326910587241051,0.7401,HIGH,1,25,84.3228,100.0,81.7036,97.74,132.1524,199.6,1730.8164000000002,2895.06,617.1368,1117.71,4.68,6.72,3,0,0,datanode_service,disk_write
blk_-7455385476433896629,0.7394,HIGH,1,21,86.81428571428572,100.0,79.94428571428571,94.64,138.70285714285714,202.08,1887.0661904761905,3108.82,631.6980952380952,1043.63,4.714285714285714,6.0,3,0,0,datanode_service,disk_write
blk_1873255094910695255,0.7393,HIGH,1,21,88.62619047619049,100.0,84.2004761904762,96.17,144.27,200.24,1864.8923809523808,2989.77,633.9190476190475,1009.54,5.285714285714286,5.761904761904762,3,0,0,datanode_service,disk_write
blk_7409100024045179646,0.7392,HIGH,1,18,86.36777777777777,97.65,84.94666666666666,96.32,142.51555555555558,184.75,1798.933888888889,3137.84,585.005,1001.03,4.555555555555555,6.444444444444445,5,0,2,datanode_service,disk_write
blk_5024705187938108448,0.7391,HIGH,1,21,86.88238095238096,100.0,81.13190476190476,93.25,141.16666666666666,206.58,1815.3538095238096,2872.66,651.08,1208.42,4.476190476190476,6.190476190476191,3,0,0,datanode_service,disk_write
blk_7846063368336366730,0.739,HIGH,1,13,85.76923076923077,100.0,84.81923076923077,100.0,129.29153846153847,188.81,1906.29,2982.28,605.1492307692308,937.1,5.461538461538462,6.538461538461538,3,0,0,packet_responder,disk_write
blk_8381532731417899614,0.7387,HIGH,1,13,85.80076923076923,98.19,79.82923076923076,99.82,144.19230769230768,187.3,1862.0676923076924,2780.88,560.3184615384615,1217.11,4.384615384615385,7.153846153846154,3,0,0,packet_responder,disk_write
blk_8907738821052531402,0.7387,HIGH,1,21,86.44,100.0,83.60714285714286,97.69,144.52904761904762,199.46,1833.3376190476188,3040.27,563.6114285714286,989.28,5.0476190476190474,7.476190476190476,3,0,0,datanode_service,disk_write
blk_8404846426350083009,0.7386,HIGH,1,14,84.08500000000001,100.0,80.44785714285715,90.61,134.43214285714285,188.22,1929.3442857142857,3233.61,599.4207142857142,939.53,5.428571428571429,7.071428571428571,3,0,0,packet_responder,disk_write
blk_4580425254864663555,0.7383,HIGH,1,13,90.01,100.0,78.89923076923077,88.36,130.09692307692308,195.25,1611.4907692307693,2728.54,584.9946153846154,1196.03,5.615384615384615,7.3076923076923075,3,0,0,packet_responder,disk_write
blk_-8191677345482862686,0.7383,HIGH,1,23,89.72086956521738,100.0,80.72043478260869,96.81,136.65652173913043,197.38,1767.0008695652173,2943.81,635.7917391304347,1074.45,4.826086956521739,6.695652173913044,3,0,0,datanode_service,disk_write
blk_-8280269740588631810,0.7381,HIGH,1,15,87.66533333333334,99.37,84.10733333333334,100.0,133.96533333333335,162.63,1688.5446666666664,3097.46,537.5886666666667,906.63,5.0,6.466666666666667,4,0,1,packet_responder,disk_write
blk_-8174899640122668015,0.7371,HIGH,1,13,84.41692307692308,100.0,83.9876923076923,100.0,148.03692307692307,196.22,1650.1623076923076,2745.13,545.0946153846154,1041.54,5.461538461538462,5.846153846153846,3,0,0,packet_responder,disk_write
blk_-919439116365725304,0.7371,HIGH,1,21,84.69952380952381,96.01,80.31238095238095,92.28,132.75285714285715,193.39,1807.8438095238096,3149.36,627.5880952380952,1114.85,4.857142857142857,6.809523809523809,3,0,0,datanode_service,disk_write
blk_8679869832505764977,0.7365,HIGH,1,13,86.86769230769231,96.48,86.77538461538461,96.52,144.51384615384615,187.96,1678.806923076923,2768.47,736.3376923076922,1156.14,5.461538461538462,6.461538461538462,3,0,0,packet_responder,disk_write
blk_-8534041117861733776,0.7364,HIGH,1,14,87.71357142857143,100.0,84.09928571428573,100.0,144.31714285714287,209.09,1788.2578571428571,2803.34,601.2685714285715,1084.36,4.857142857142857,6.714285714285714,3,0,0,packet_responder,disk_write
blk_8765347691095872360,0.7363,HIGH,1,20,85.576,96.34,83.309,92.87,144.582,234.48,2011.506,3144.09,671.924,1037.65,5.0,6.2,4,0,1,namenode_service,block_operation
blk_93737232069426335,0.7361,HIGH,1,21,88.16142857142856,100.0,81.68142857142857,94.57,131.44857142857143,182.15,1727.0261904761905,2853.44,644.4842857142858,1033.97,5.619047619047619,6.333333333333333,3,0,0,datanode_service,disk_write
blk_8845521564139098870,0.7361,HIGH,1,14,89.75785714285715,100.0,85.05571428571429,95.91,158.01285714285714,213.09,1927.6571428571428,2926.65,589.7692857142857,1030.37,5.214285714285714,6.214285714285714,3,0,0,packet_responder,disk_write
blk_8936510448582058190,0.7359,HIGH,1,15,87.51533333333333,100.0,83.86866666666667,94.77,135.17533333333333,198.03,1822.9019999999998,3163.25,531.2273333333334,989.41,4.4,6.733333333333333,4,0,1,packet_responder,disk_write
blk_9183289340489989286,0.7356,HIGH,1,20,89.55,100.0,82.2105,98.12,144.5045,198.95,1620.27,2429.3,704.1635,1169.19,5.5,7.1,4,0,1,namenode_service,block_operation
blk_9123910480732447611,0.7355,HIGH,1,13,91.42538461538462,98.78,81.38153846153847,93.19,138.21,195.2,1800.3907692307694,2787.86,679.6407692307693,1197.79,4.923076923076923,6.769230769230769,3,0,0,packet_responder,disk_write
blk_7247985612172454700,0.7352,HIGH,1,21,87.61190476190475,100.0,82.23619047619047,94.31,150.36904761904762,216.58,1844.0928571428574,3182.04,639.2257142857143,944.78,5.0,6.666666666666667,3,0,0,datanode_service,disk_write
blk_-730360888507267446,0.735,HIGH,1,21,85.61904761904762,100.0,85.32190476190476,98.92,137.18571428571428,205.04,1746.8576190476192,3142.9,602.33,925.13,4.809523809523809,6.380952380952381,3,0,0,datanode_service,disk_write
blk_5668844343403787735,0.735,HIGH,1,13,85.03538461538461,99.79,78.96615384615384,94.66,133.54153846153847,164.15,1867.5323076923075,2936.58,614.2584615384616,1008.24,5.461538461538462,6.769230769230769,3,0,0,packet_responder,disk_write
blk_4438299806816545743,0.7349,HIGH,1,16,88.33375,100.0,82.4725,96.87,147.08375,190.4,1740.49125,2667.01,641.138125,1038.57,5.375,6.625,5,0,2,datanode_service,disk_write
blk_-1018108268208665701,0.7345,HIGH,1,13,89.43307692307692,99.68,83.44384615384615,96.1,139.2323076923077,189.68,1865.2423076923078,3104.06,516.6176923076923,874.7,5.6923076923076925,6.538461538461538,3,0,0,packet_responder,disk_write
blk_-1684438862222855332,0.7342,HIGH,1,21,88.64714285714285,100.0,84.97857142857143,98.92,130.39000000000001,206.06,1910.5090476190478,2919.03,597.3938095238095,1007.21,5.0,5.809523809523809,3,0,0,datanode_service,disk_write
blk_4961970861863065608,0.7341,HIGH,1,16,89.020625,99.33,82.55562499999999,95.67,141.76875,185.36,1641.6975,2428.56,610.7025,1262.89,4.75,7.375,5,0,2,datanode_service,disk_write
blk_9119436228613123200,0.734,HIGH,1,14,84.70142857142856,100.0,85.19714285714285,95.54,125.22500000000001,193.13,1629.2535714285714,2712.93,625.6464285714285,1100.1,5.428571428571429,6.785714285714286,3,0,0,packet_responder,disk_write
blk_-7383291829441955619,0.7337,HIGH,1,15,89.32066666666667,100.0,81.09466666666667,95.7,136.58599999999998,196.45,1873.8319999999999,2581.0,640.8233333333334,1277.53,4.2,6.466666666666667,4,0,1,packet_responder,disk_write
blk_-2514128292967219002,0.7332,HIGH,1,13,87.92076923076924,100.0,79.78307692307693,95.68,141.09846153846155,203.12,1810.9792307692308,2681.77,713.5553846153846,1103.58,5.461538461538462,6.923076923076923,3,0,0,packet_responder,disk_write
blk_4921378864555450171,0.7332,HIGH,1,20,87.346,100.0,81.04400000000001,94.17,147.04500000000002,205.52,1840.7595000000001,2666.89,573.191,1137.45,5.1,6.5,4,0,1,namenode_service,block_operation
blk_-5476544405411015862,0.7331,HIGH,1,17,87.90058823529411,100.0,83.97823529411764,94.14,138.78235294117647,211.18,1771.4476470588236,2807.73,588.5070588235294,1051.91,5.529411764705882,6.529411764705882,3,0,0,datanode_service,disk_write
blk_-2710979271972492726,0.7326,HIGH,1,21,88.14095238095238,100.0,85.3047619047619,94.66,130.12238095238095,186.5,1664.6961904761906,2339.69,716.5514285714286,1276.23,5.523809523809524,6.857142857142857,3,0,0,datanode_service,disk_write
blk_648451759432563893,0.7325,HIGH,1,13,85.66384615384617,99.28,80.6923076923077,90.97,137.63538461538462,185.09,2111.460769230769,2766.56,647.5053846153846,1205.02,4.923076923076923,5.6923076923076925,3,0,0,packet_responder,disk_write
blk_8498401613791720690,0.7325,HIGH,1,17,86.46411764705883,100.0,80.29470588235294,96.06,142.83235294117648,199.77,1879.5541176470588,2596.21,595.8441176470589,1018.33,5.764705882352941,6.529411764705882,5,0,2,datanode_service,disk_write
blk_-234108381077576240,0.7322,HIGH,1,14,85.23285714285714,100.0,76.79285714285713,87.12,138.03071428571428,188.56,1799.875,3073.31,574.195,1119.65,4.642857142857143,6.357142857142857,3,0,1,packet_responder,disk_write
blk_4845543104469179835,0.7318,HIGH,1,21,83.4647619047619,100.0,81.00142857142858,93.45,132.09047619047618,194.07,1699.4299999999998,2835.37,573.4042857142857,1105.22,5.0,6.333333333333333,3,0,0,datanode_service,disk_write
blk_6270547280647061074,0.7318,HIGH,1,21,85.53095238095239,100.0,83.20857142857142,93.33,134.53380952380954,195.58,1778.4142857142856,3143.62,595.3166666666666,1019.36,4.476190476190476,6.857142857142857,3,0,0,datanode_service,disk_write
blk_-2388311246798576509,0.7313,HIGH,1,16,85.345,100.0,83.324375,100.0,139.97625,181.21,1964.855,2757.59,596.95875,988.58,4.875,6.25,5,0,2,datanode_service,disk_write
blk_-2917690427666236786,0.7313,HIGH,1,13,91.05846153846154,100.0,82.10692307692308,93.5,122.2176923076923,153.75,1842.393076923077,2978.05,643.8792307692308,912.7,5.923076923076923,7.230769230769231,3,0,0,packet_responder,disk_write
blk_-1067131609371010449,0.7311,HIGH,1,28,88.31857142857143,100.0,81.59571428571428,95.25,132.00107142857144,191.96,1852.9125000000001,3100.17,565.1089285714286,926.4,4.821428571428571,6.607142857142857,4,0,1,namenode_service,block_operation
blk_3512795912717946566,0.7307,HIGH,1,13,85.93615384615386,100.0,83.2176923076923,89.45,129.8623076923077,204.65,2023.6315384615384,3053.95,604.7038461538461,1041.93,5.0,6.615384615384615,3,0,0,packet_responder,disk_write
blk_-4072630768970171839,0.7306,HIGH,1,21,88.57523809523809,100.0,82.02571428571429,97.63,144.91619047619048,192.91,1764.5052380952382,2871.56,547.9080952380953,1010.08,5.095238095238095,6.476190476190476,3,0,0,datanode_service,disk_write
blk_-5858572659363150247,0.7305,HIGH,1,13,89.85230769230769,100.0,84.49923076923076,94.86,139.57307692307694,185.43,2016.2030769230769,2916.32,632.7053846153847,1036.7,5.0,6.769230769230769,3,0,0,packet_responder,disk_write
blk_-1791968396816126249,0.7305,HIGH,1,13,87.4523076923077,100.0,83.25307692307692,98.19,148.4346153846154,190.86,1996.6976923076923,3053.74,625.3623076923077,903.56,5.153846153846154,7.615384615384615,3,0,0,packet_responder,disk_write
blk_6799153658629221543,0.7303,HIGH,1,13,83.90615384615384,100.0,79.55153846153847,91.12,147.28384615384616,218.48,1845.6307692307694,3080.99,570.7923076923078,964.74,5.3076923076923075,6.0,3,0,0,packet_responder,disk_write
blk_1351772134921376191,0.7302,HIGH,1,20,87.485,99.36,78.9715,89.73,125.63199999999999,201.45,1770.6755,2995.18,581.329,1058.72,4.85,6.95,4,0,1,namenode_service,block_operation
blk_8702679344131899479,0.7301,HIGH,1,14,91.17999999999999,100.0,81.43214285714285,93.79,150.1,211.75,1894.4314285714286,2888.9,601.1257142857143,998.33,5.5,6.714285714285714,3,0,0,packet_responder,disk_write
blk_8246640784664624144,0.7299,HIGH,1,13,83.72153846153847,97.62,81.11153846153846,90.11,163.28692307692307,240.52,1855.186923076923,2781.71,621.8638461538461,1181.03,5.3076923076923075,6.461538461538462,3,0,0,packet_responder,disk_write
blk_-3890194161958154460,0.7294,HIGH,1,13,84.63615384615385,98.75,82.40923076923076,93.37,149.79923076923077,227.31,1701.6353846153845,3041.04,602.0684615384615,1074.78,4.538461538461538,8.076923076923077,3,0,0,packet_responder,disk_write
blk_8717759609161495372,0.7288,HIGH,1,13,85.52692307692307,98.03,81.63076923076923,96.38,141.06615384615387,194.9,1610.5184615384615,2725.41,731.6615384615385,1155.72,4.923076923076923,7.230769230769231,3,0,0,packet_responder,disk_write
blk_8678431064356885798,0.7287,HIGH,1,13,86.90307692307692,97.86,84.07615384615384,92.8,146.83307692307693,191.4,2032.0684615384614,3109.76,659.5384615384615,917.54,5.6923076923076925,5.769230769230769,3,0,0,packet_responder,disk_write
blk_8449844618908035987,0.7282,HIGH,1,16,90.281875,100.0,79.64375,97.43,143.385,189.5,1794.909375,2669.26,554.525,1060.95,5.0625,6.4375,4,0,1,packet_responder,disk_write
blk_8176798625733484253,0.7277,HIGH,1,13,87.49153846153847,100.0,84.4346153846154,96.87,146.81461538461537,182.19,1741.9815384615385,2909.65,566.3623076923077,992.7,5.0,6.384615384615385,3,0,0,packet_responder,disk_write
blk_8672344672672069517,0.7273,HIGH,1,14,89.30571428571429,99.63,82.62928571428571,89.4,143.19642857142858,197.24,1816.2271428571428,2726.6,641.9192857142858,1142.32,5.071428571428571,7.071428571428571,4,0,1,packet_responder,disk_write
blk_-6530245448740847960,0.7273,HIGH,1,20,88.85499999999999,100.0,81.6655,91.68,130.372,183.65,1680.625,2560.1,684.4525,1118.98,5.6,6.75,4,0,1,namenode_service,block_operation
blk_6734013189321160172,0.7272,HIGH,1,14,91.84928571428573,99.92,80.06500000000001,86.81,136.035,206.57,1748.7814285714285,2575.27,660.6757142857142,1154.75,5.785714285714286,6.785714285714286,4,0,1,packet_responder,disk_write
blk_8902650196621789803,0.727,HIGH,1,13,87.39307692307692,100.0,79.95307692307694,88.0,143.14846153846153,177.12,1823.7153846153847,2612.65,698.6192307692307,1236.32,5.153846153846154,7.0,3,0,0,packet_responder,disk_write
blk_6291404884140655419,0.727,HIGH,1,14,89.07642857142856,100.0,84.59857142857143,99.81,150.06,187.05,1900.6442857142858,3065.35,651.1707142857142,951.41,4.357142857142857,5.928571428571429,3,0,0,packet_responder,disk_write
blk_-1748869645497411855,0.7269,HIGH,1,13,85.74538461538462,97.75,82.24307692307693,93.44,147.62,199.96,1909.5215384615383,2643.35,641.2876923076923,1160.91,5.461538461538462,6.6923076923076925,3,0,0,packet_responder,disk_write
