session_id,risk_score,risk_level,severity,component,primary_cause,all_causes,indicators,cause_count,cpu_avg,memory_avg,response_avg,latency_avg,disk_io_avg,error_count_avg,failed_events
blk_6778948312309528424,0.7703,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=86.7% | Memory=80.7% | ResponseTime=1810ms | Latency=637ms | DiskIO=143.2MB/s | Errors=4.7 | FailedEvents=5,7,86.65444444444444,80.67611111111111,1810.2411111111112,637.33,143.18944444444443,4.666666666666667,5
blk_8555164537917099054,0.7681,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=84.5% | Memory=81.2% | ResponseTime=2076ms | Latency=578ms | DiskIO=149.2MB/s | Errors=5.3,6,84.47529411764705,81.22470588235294,2075.5829411764707,578.1335294117647,149.15,5.294117647058823,3
blk_2784084578095654465,0.7676,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=89.8% | Memory=82.0% | ResponseTime=1821ms | Latency=523ms | DiskIO=142.4MB/s | Errors=5.1,6,89.7804761904762,82.03809523809524,1821.035238095238,522.7442857142856,142.37714285714287,5.095238095238095,3
blk_3057845822257859655,0.766,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=88.3% | Memory=82.9% | ResponseTime=1949ms | Latency=627ms | DiskIO=146.9MB/s | Errors=5.3,6,88.33952380952381,82.91190476190476,1948.765238095238,626.7,146.8995238095238,5.333333333333333,3
blk_6856243370314568565,0.7651,HIGH,CRITICAL,namenode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=86.7% | Memory=83.8% | ResponseTime=1721ms | Latency=633ms | DiskIO=147.2MB/s | Errors=5.5 | FailedEvents=4,7,86.7095,83.84349999999999,1720.6675,632.559,147.1885,5.45,4
blk_8582970738191859541,0.765,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=87.5% | Memory=83.8% | ResponseTime=1748ms | Latency=621ms | DiskIO=138.8MB/s | Errors=5.1 | FailedEvents=5,7,87.465625,83.78125,1747.530625,620.895,138.773125,5.125,5
blk_8827951563980824329,0.7637,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=87.8% | Memory=83.6% | ResponseTime=1878ms | Latency=712ms | DiskIO=135.2MB/s | Errors=5.1,6,87.77923076923078,83.55307692307693,1878.2753846153844,712.1015384615384,135.2453846153846,5.076923076923077,3
blk_448592873889985922,0.7621,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=85.7% | Memory=79.7% | ResponseTime=1836ms | Latency=624ms | DiskIO=136.6MB/s | Errors=5.2 | FailedEvents=5,7,85.69666666666666,79.69555555555556,1835.7988888888888,624.3777777777777,136.60722222222222,5.222222222222222,5
blk_-6495416228773023412,0.7614,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=85.6% | Memory=79.4% | ResponseTime=2043ms | Latency=625ms | DiskIO=139.5MB/s | Errors=4.8,6,85.5576923076923,79.35384615384615,2042.936923076923,625.3807692307693,139.45230769230767,4.846153846153846,3
blk_-3688983700621441572,0.7582,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=84.6% | Memory=82.8% | ResponseTime=1826ms | Latency=709ms | DiskIO=142.4MB/s | Errors=4.9,6,84.57761904761904,82.78857142857143,1826.0661904761905,709.322380952381,142.3747619047619,4.904761904761905,3
blk_9185617829711213989,0.758,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=85.0% | Memory=81.5% | ResponseTime=1536ms | Latency=608ms | DiskIO=150.3MB/s | Errors=5.9,6,84.97000000000001,81.51461538461538,1536.3184615384614,608.2053846153847,150.26846153846154,5.923076923076923,3
blk_-5315518810801308894,0.7579,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=86.2% | Memory=83.1% | ResponseTime=1946ms | Latency=562ms | DiskIO=132.1MB/s | Errors=5.8,6,86.16357142857143,83.07857142857142,1945.935714285714,562.4142857142857,132.08357142857145,5.785714285714286,3
blk_-3544583377289625738,0.7578,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=85.9% | Memory=82.3% | ResponseTime=1723ms | Latency=590ms | DiskIO=136.3MB/s | Errors=5.0 | FailedEvents=4,7,85.89260089686098,82.29439461883409,1723.3670852017938,590.317802690583,136.28076233183856,5.031390134529148,4
blk_8388642701725277995,0.7574,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=86.7% | Memory=81.3% | ResponseTime=1745ms | Latency=655ms | DiskIO=147.8MB/s | Errors=4.9,6,86.6723076923077,81.28461538461539,1745.383846153846,654.5699999999999,147.82538461538462,4.923076923076923,3
blk_8240913160336830189,0.7564,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=89.9% | Memory=83.9% | ResponseTime=1890ms | Latency=630ms | DiskIO=136.3MB/s | Errors=4.8,6,89.92538461538462,83.86,1890.3184615384612,629.5561538461538,136.25153846153847,4.769230769230769,3
blk_-7107304215728057734,0.7545,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=85.4% | Memory=83.4% | ResponseTime=1785ms | Latency=610ms | DiskIO=140.0MB/s | Errors=5.1,6,85.41666666666667,83.44625,1784.6,609.7354166666667,140.03125,5.125,3
blk_3584224065406961324,0.7544,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=82.4% | Memory=84.0% | ResponseTime=1665ms | Latency=689ms | DiskIO=127.3MB/s | Errors=4.8,6,82.43571428571428,84.0104761904762,1664.9152380952382,689.22,127.29333333333332,4.809523809523809,3
blk_-7144023818055296765,0.7533,HIGH,CRITICAL,namenode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=86.5% | Memory=82.0% | ResponseTime=1760ms | Latency=721ms | DiskIO=134.7MB/s | Errors=5.2 | FailedEvents=4,7,86.4845,82.0385,1760.2755000000002,721.4415,134.73,5.2,4
blk_6533711349086671734,0.7533,HIGH,CRITICAL,namenode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=87.5% | Memory=82.4% | ResponseTime=1760ms | Latency=653ms | DiskIO=143.6MB/s | Errors=4.8 | FailedEvents=4,7,87.47,82.39450000000001,1760.1330000000005,652.751,143.5625,4.8,4
blk_-5410886886439711883,0.752,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=87.4% | Memory=82.8% | ResponseTime=1503ms | Latency=597ms | DiskIO=136.9MB/s | Errors=5.3,6,87.37190476190476,82.84761904761905,1503.1390476190477,596.5519047619048,136.8547619047619,5.285714285714286,3
blk_9203790828755100013,0.7518,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=86.5% | Memory=83.3% | ResponseTime=1588ms | Latency=654ms | DiskIO=142.5MB/s | Errors=5.5 | FailedEvents=4,7,86.476875,83.29375,1588.140625,653.810625,142.468125,5.5,4
blk_8183994687655608718,0.7513,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=84.2% | Memory=83.5% | ResponseTime=1741ms | Latency=596ms | DiskIO=118.9MB/s | Errors=5.9,6,84.21230769230769,83.48,1740.9376923076925,596.2261538461539,118.88076923076925,5.923076923076923,3
blk_989409441141247289,0.7512,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=87.9% | Memory=83.5% | ResponseTime=2086ms | Latency=697ms | DiskIO=146.0MB/s | Errors=4.4 | FailedEvents=5,7,87.86,83.47647058823529,2085.8223529411766,697.0688235294118,146.02941176470588,4.352941176470588,5
blk_-6067429461406356955,0.7512,HIGH,CRITICAL,namenode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=84.7% | Memory=81.9% | ResponseTime=1711ms | Latency=590ms | DiskIO=143.7MB/s | Errors=5.2 | FailedEvents=4,7,84.65299999999999,81.861,1711.0455000000002,590.0915,143.6515,5.25,4
blk_9088607960539178771,0.7511,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=88.5% | Memory=82.6% | ResponseTime=1999ms | Latency=715ms | DiskIO=134.0MB/s | Errors=5.1,6,88.46153846153847,82.63692307692307,1998.5276923076924,714.6984615384615,133.97230769230768,5.076923076923077,3
blk_9074146197608057038,0.7501,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=87.5% | Memory=83.9% | ResponseTime=1763ms | Latency=605ms | DiskIO=134.5MB/s | Errors=5.7 | FailedEvents=4,7,87.536875,83.87875,1762.625,604.6,134.49875,5.6875,4
blk_-7765726308613130721,0.7501,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=88.3% | Memory=82.0% | ResponseTime=1864ms | Latency=678ms | DiskIO=132.8MB/s | Errors=4.9,6,88.25071428571428,81.95714285714287,1864.0928571428567,677.5342857142857,132.78857142857143,4.857142857142857,3
blk_5872727231755365998,0.7498,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=89.0% | Memory=81.8% | ResponseTime=1915ms | Latency=606ms | DiskIO=137.7MB/s | Errors=5.1,6,89.02238095238096,81.80857142857143,1915.405714285714,606.4171428571428,137.74333333333334,5.095238095238095,3
blk_-8213344449220111733,0.7493,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=88.2% | Memory=83.3% | ResponseTime=1801ms | Latency=619ms | DiskIO=129.2MB/s | Errors=5.1,6,88.23047619047618,83.29809523809524,1801.0842857142857,619.4395238095237,129.20285714285714,5.095238095238095,3
blk_100729861999205408,0.749,HIGH,CRITICAL,namenode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=86.5% | Memory=83.0% | ResponseTime=1943ms | Latency=626ms | DiskIO=135.8MB/s | Errors=4.8 | FailedEvents=4,7,86.49600000000001,83.014,1943.283,626.3425,135.76,4.8,4
blk_7536693147882198965,0.7484,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=86.5% | Memory=82.3% | ResponseTime=1903ms | Latency=598ms | DiskIO=135.4MB/s | Errors=5.0,6,86.47636363636364,82.27227272727272,1902.6704545454545,598.3018181818181,135.40318181818182,5.045454545454546,3
blk_-3810637406843178536,0.7478,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=87.5% | Memory=83.5% | ResponseTime=1935ms | Latency=636ms | DiskIO=126.3MB/s | Errors=5.2,6,87.50904761904762,83.52238095238096,1934.74,636.4180952380952,126.3090476190476,5.238095238095238,3
blk_5648741609066690312,0.7477,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=86.0% | Memory=83.4% | ResponseTime=1767ms | Latency=693ms | DiskIO=133.3MB/s | Errors=5.3,6,86.00846153846153,83.44076923076923,1767.06,692.8061538461538,133.31307692307692,5.307692307692308,3
blk_-2033526004731990730,0.7474,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=86.1% | Memory=84.1% | ResponseTime=1856ms | Latency=647ms | DiskIO=144.3MB/s | Errors=4.9 | FailedEvents=5,7,86.07277777777777,84.12611111111111,1856.0933333333328,647.3105555555555,144.29444444444445,4.888888888888889,5
blk_3004345169311090065,0.7467,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=89.0% | Memory=79.9% | ResponseTime=1897ms | Latency=713ms | DiskIO=141.3MB/s | Errors=4.5,6,89.045,79.93785714285715,1896.9864285714289,713.0357142857143,141.34857142857143,4.5,3
blk_5802078870340405089,0.7459,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=87.3% | Memory=78.8% | ResponseTime=1666ms | Latency=685ms | DiskIO=157.5MB/s | Errors=4.9 | FailedEvents=5,7,87.280625,78.8,1666.010625,685.216875,157.46875,4.9375,5
blk_-8513351748579810786,0.7457,HIGH,CRITICAL,namenode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=85.2% | Memory=80.7% | ResponseTime=1719ms | Latency=612ms | DiskIO=141.3MB/s | Errors=5.5 | FailedEvents=4,7,85.22821428571429,80.74428571428572,1719.0785714285714,612.2642857142857,141.2967857142857,5.5,4
blk_8110708863790308621,0.7456,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=89.8% | Memory=81.5% | ResponseTime=1755ms | Latency=613ms | DiskIO=134.0MB/s | Errors=4.8 | FailedEvents=4,7,89.84785714285715,81.48285714285714,1754.8535714285715,613.1264285714286,134.00142857142856,4.785714285714286,4
blk_3555112835115566470,0.7444,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=87.5% | Memory=81.6% | ResponseTime=1842ms | Latency=653ms | DiskIO=155.8MB/s | Errors=4.3,6,87.50923076923075,81.63461538461539,1842.002307692308,653.1130769230768,155.82384615384615,4.307692307692308,3
blk_809511024737609922,0.7437,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=85.1% | Memory=82.5% | ResponseTime=1955ms | Latency=623ms | DiskIO=141.6MB/s | Errors=5.5 | FailedEvents=4,7,85.13928571428572,82.49285714285715,1954.837857142857,622.8642857142858,141.60357142857143,5.5,4
blk_-6855996938294508606,0.7434,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=84.1% | Memory=84.0% | ResponseTime=1805ms | Latency=669ms | DiskIO=149.1MB/s | Errors=5.0,6,84.11380952380952,84.04047619047618,1804.5147619047616,668.7542857142857,149.13809523809525,5.047619047619048,3
blk_5862064168004546076,0.7428,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=84.9% | Memory=80.4% | ResponseTime=1836ms | Latency=623ms | DiskIO=136.9MB/s | Errors=5.5 | FailedEvents=5,7,84.89315789473685,80.36315789473684,1836.4410526315787,623.0110526315789,136.87947368421052,5.473684210526316,5
blk_-5439842411069317338,0.7407,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=87.1% | Memory=82.2% | ResponseTime=1986ms | Latency=533ms | DiskIO=143.0MB/s | Errors=4.8,6,87.07904761904763,82.21428571428571,1985.680476190476,533.3490476190476,143.0052380952381,4.809523809523809,3
blk_3871883461847188190,0.7406,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=85.8% | Memory=90.3% | ResponseTime=2512ms | Latency=784ms | DiskIO=127.5MB/s | Errors=3.8,6,85.8475,90.3225,2512.04,784.1575,127.4825,3.75,1
blk_8782208400278719319,0.7406,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=84.7% | Memory=82.0% | ResponseTime=1703ms | Latency=577ms | DiskIO=146.7MB/s | Errors=5.2,6,84.72,81.96571428571428,1702.9692857142857,576.6942857142857,146.65214285714288,5.214285714285714,3
blk_8615822261693450572,0.7403,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=87.4% | Memory=80.2% | ResponseTime=1791ms | Latency=581ms | DiskIO=134.5MB/s | Errors=5.0,6,87.36153846153846,80.19461538461539,1790.583076923077,581.4661538461539,134.46,5.0,3
blk_109564252861405473,0.7402,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=87.5% | Memory=81.0% | ResponseTime=1817ms | Latency=642ms | DiskIO=141.7MB/s | Errors=5.0,6,87.52761904761904,80.9895238095238,1817.2423809523807,642.1785714285714,141.68857142857144,5.0,3
blk_-4304326910587241051,0.7401,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=84.3% | Memory=81.7% | ResponseTime=1731ms | Latency=617ms | DiskIO=132.2MB/s | Errors=4.7,6,84.3228,81.7036,1730.8164000000002,617.1368,132.1524,4.68,3
blk_-7455385476433896629,0.7394,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=86.8% | Memory=79.9% | ResponseTime=1887ms | Latency=632ms | DiskIO=138.7MB/s | Errors=4.7,6,86.81428571428572,79.94428571428571,1887.0661904761905,631.6980952380952,138.70285714285714,4.714285714285714,3
blk_1873255094910695255,0.7393,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=88.6% | Memory=84.2% | ResponseTime=1865ms | Latency=634ms | DiskIO=144.3MB/s | Errors=5.3,6,88.62619047619049,84.2004761904762,1864.8923809523808,633.9190476190475,144.27,5.285714285714286,3
blk_7409100024045179646,0.7392,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault | Repeated Failures,CPU=86.4% | Memory=84.9% | ResponseTime=1799ms | Latency=585ms | DiskIO=142.5MB/s | Errors=4.6 | FailedEvents=5,7,86.36777777777777,84.94666666666666,1798.933888888889,585.005,142.51555555555558,4.555555555555555,5
blk_5024705187938108448,0.7391,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=86.9% | Memory=81.1% | ResponseTime=1815ms | Latency=651ms | DiskIO=141.2MB/s | Errors=4.5,6,86.88238095238096,81.13190476190476,1815.3538095238096,651.08,141.16666666666666,4.476190476190476,3
blk_7846063368336366730,0.739,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=85.8% | Memory=84.8% | ResponseTime=1906ms | Latency=605ms | DiskIO=129.3MB/s | Errors=5.5,6,85.76923076923077,84.81923076923077,1906.29,605.1492307692308,129.2915384615385,5.461538461538462,3
blk_8381532731417899614,0.7387,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=85.8% | Memory=79.8% | ResponseTime=1862ms | Latency=560ms | DiskIO=144.2MB/s | Errors=4.4,6,85.80076923076923,79.82923076923076,1862.0676923076924,560.3184615384615,144.19230769230768,4.384615384615385,3
blk_8907738821052531402,0.7387,HIGH,CRITICAL,datanode_service,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=86.4% | Memory=83.6% | ResponseTime=1833ms | Latency=564ms | DiskIO=144.5MB/s | Errors=5.0,6,86.44,83.60714285714286,1833.3376190476188,563.6114285714286,144.52904761904762,5.047619047619048,3
blk_8404846426350083009,0.7386,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=84.1% | Memory=80.4% | ResponseTime=1929ms | Latency=599ms | DiskIO=134.4MB/s | Errors=5.4,6,84.08500000000001,80.44785714285715,1929.3442857142857,599.4207142857142,134.43214285714285,5.428571428571429,3
blk_4580425254864663555,0.7383,HIGH,CRITICAL,packet_responder,Resource Exhaustion,Resource Exhaustion | Memory Pressure | Service Degradation | Network Congestion | Disk Bottleneck | Software Fault,CPU=90.0% | Memory=78.9% | ResponseTime=1611ms | Latency=585ms | DiskIO=130.1MB/s | Errors=5.6,6,90.01,78.89923076923077,1611.4907692307693,584.9946153846154,130.09692307692308,5.615384615384615,3
